wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q105007716,Mr. Prem Bahadur Ale,Prem Ale,male,1971-04-28,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747500,"Minister of Culture, Tourism and Civil Aviation",Q105007716-BAA3C98C-B98B-48C6-978B-08D5A496B745
Q106993234,Mr. Ramsahay Prasad Yadav,Ram Sahaya Yadav,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747517,Minister of Forests and Environment,Q106993234-FF43DFF3-016C-4CF4-848D-43455ED7476C
Q107026781,Mr. Rajendra Prasad Shrestha,Rajendra Prasad Shrestha,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747487,Minister of Federal Affairs and General Administration,Q107026781-4D8D1F7C-A7DD-444A-BD90-1E70F86B8D51
Q13181537,Dr. Narayan Khadka,Narayan Khadka,male,1949-03-20,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747497,Minister of Foreign Affairs,Q13181537-7D924E7E-555A-4A47-AD6D-B6DD6423EC0C
Q13183947,Mr. Bal Krishna Khand,Bal Krishna Khand,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747480,Minister of Home Affairs,Q13183947-192F1FF4-10B6-4F0D-9FD4-608CC9657B63
Q17388671,Dr. Minendra Prasad Rijal,Minendra Rijal,male,1957-10-01,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747493,Minister of Defense,Q17388671-16B97B32-922A-42B5-B2A6-47D1153B8D54
Q19670829,Mr. Umesh Shrestha,Umesh Shrestha,male,1968-01-01,9,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747523,State Minister: Office of the Prime Minister and council of Ministers,Q19670829-EA55B17D-5306-4AF8-A0D5-B241C12AF702
Q19683093,Ms. Ram Kumari Jhakri,Ram Kumari Jhakri,female,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747515,Minister of Urban Development,Q19683093-A3794E4F-480D-419C-A903-96CE27AD476C
Q30300972,Mr. Gyanendra Bahadur Karki,Gyanendra Bahadur Karki,male,1957-02-22,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747482,Minister of Communications and Information Technology,Q30300972-25E2FFDF-1AE1-4171-8887-53F036F6AB2C
Q3161833,Mr. Janardan Sharma,Janardhan Sharma,male,1963-04-25,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747492,Minister of Finance,Q3161833-166F2C57-FCAB-4D5E-A686-351C60548AE8
Q3361809,Ms. Pampha Bhusal,Pampha Bhusal,female,1953-01-01,7,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747483,"Minister of Energy, Water Resources and Irrigation",Q3361809-CF6A8E76-3A62-4FC3-B4C1-54ED7A417691
Q3425614,Ms. Renu Kumari Yadav,Renu Kumari Yadav,female,1963-06-19,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747499,Minister of Physical Infrastructure and Transport,Q3425614-82977A36-00C4-43AB-B706-632560FA67BB
Q470903,Mr. Sher Bahadur Deuba,Sher Bahadur Deuba,male,1946-06-13,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q30100626,Prime Minister,Q470903-906d4832-4e2d-e592-1ab5-e62d429386de
Q470903,Mr. Sher Bahadur Deuba,Sher Bahadur Deuba,male,1946-06-13,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747476,"Minister of Industry, Commerce and Supplies",Q470903-F4C9B5E6-CAE8-4FB4-84BB-29A3D83B6537
Q5276755,Mr. Dilendra Prasad Badu,Dilendra Prasad Badu,male,1954-01-09,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747502,"Minister of Law, Justice and Parliamentary Affairs",Q5276755-5BD16568-E18B-44AA-A280-6D0B25AC194F
Q59726451,Mr. Birodh Khatiwada,Birodh Khatiwada,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747489,Minister of Health and Population,Q59726451-76C4EC55-5074-4C82-B935-D45D12EFC9F9
Q59726513,Mr. Devendra Paudel,Devendra Paudel,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747504,"Minister of Education, Science and Technology",Q59726513-73F0AF94-A391-4221-A05A-E584D3B109BC
Q60544995,Mr. Bhawani Prasad Khapung,Bhawani Prasad Khapung,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747524,State Minister: Health and Population,Q60544995-A2CAB23B-F673-4562-9C1F-411EC9106DF3
Q66391512,Ms. Bodhmaya Kumari Yadav,Bodhmaya Kumari Yadav,female,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747527,"State Minister: Education, Science and Technology",Q66391512-B5443D95-17DC-4B0A-93D9-DCC28E02DD81
Q66722241,Mr. Krishna Kumar Shrestha,Krishna Kumar Shrestha,male,1967-01-01,9,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747520,"Minister of Labor, Employment and Social Security",Q66722241-487FFB0E-06AD-47D3-AA5E-C7601E3C92EE
Q66906524,Mr. Mahendra Rai Yadav,Mahendra Raya Yadav,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747508,Minister of Agriculture and Livestock Development,Q66906524-73EB1356-AE79-4522-A19A-B6F9261B0C91
Q66909846,Mr. Maheshwar Jung Gahatraj (Aathak),Maheshwar Jung Gahatraj,male,1971-01-01,9,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747521,Minister of Youth and Sports,Q66909846-6FD75ABB-A6AB-4DCF-9E5A-1346939A3F13
Q7490561,Ms. Shashi Shrestha,Shashi Shrestha,female,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747513,"Minister of Land Management, Cooperatives and Poverty Alleviation",Q7490561-921DF012-BEDB-4ABC-9FEE-064934C35157
Q7881016,Mr. Umakanta Chaudhari,Uma Kanta Chaudhari,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747495,Minister of Water Supply,Q7881016-5CAF41C7-26DC-4417-8148-55820EE8311C
Q99234998,Ms. Uma Regmi,Uma Regmi,female,1954-07-15,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747511,"Minister of Women, Children and Senior Citizens",Q99234998-89306845-03BF-4C4A-B418-60244CD81C0C
