wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q107026781,Mr. Rajendra Prasad Shrestha,Rajendra Prasad Shrestha,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747487,Minister of Federal Affairs and General Administration,2021-10-08,Q107026781-4D8D1F7C-A7DD-444A-BD90-1E70F86B8D51
Q112154523,Mr. Govinda Prasad Sharma (Koirala),Govinda Bandi,male,,,https://www.opmcm.gov.np/en/cabinet/,2022-05-28,Q109747502,"Minister of Law, Justice and Parliamentary Affairs",2022-04-07,Q112154523-CE2B3689-5DB2-41FA-8E64-1D4038B1F3B0
Q112912916,Mr. Pradip Yadav,Pradip Yadav,male,,,https://www.opmcm.gov.np/en/cabinet/,2022-07-05,Q109747517,Minister of Forests and Environment,2022-07-04,Q112912916-89131FCC-B5DC-475E-8AE6-8EA6BFE4F322
Q112912989,Mr. Mrigendra Kumar singh Yadav,Mrigendra Kumar Singh Yadav,male,,,https://www.opmcm.gov.np/en/cabinet/,2022-07-05,Q109747508,Minister of Agriculture and Livestock Development,2022-07-04,Q112912989-4B1BC0EC-7012-4995-8C4E-545EB1B9100D
Q13181537,Dr. Narayan Khadka,Narayan Khadka,male,1949-03-20,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747497,Minister of Foreign Affairs,2021-09-22,Q13181537-7D924E7E-555A-4A47-AD6D-B6DD6423EC0C
Q13183947,Mr. Bal Krishna Khand,Bal Krishna Khand,male,,,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747480,Minister of Home Affairs,2021-07-13,Q13183947-192F1FF4-10B6-4F0D-9FD4-608CC9657B63
Q19670829,Mr. Umesh Shrestha,Umesh Shrestha,male,1968-01-01,9,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747523,State Minister: Office of the Prime Minister and council of Ministers,2021-10-08,Q19670829-EA55B17D-5306-4AF8-A0D5-B241C12AF702
Q29452998,Mr. Jeevan Rram Shrestha,Jeevan Ram Shrestha,male,1965-12-30,11,https://www.opmcm.gov.np/en/cabinet/,2022-06-28,Q109747500,"Minister of Culture, Tourism and Civil Aviation",2022-06-05,Q29452998-833301CE-32C2-46FD-9752-BAE85ECB2F20
Q30300972,Mr. Gyanendra Bahadur Karki,Gyanendra Bahadur Karki,male,1957-02-22,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747482,Minister of Communications and Information Technology,2021-10-08,Q30300972-25E2FFDF-1AE1-4171-8887-53F036F6AB2C
Q3161833,Mr. Janardan Sharma,Janardhan Sharma,male,1963-04-25,11,https://www.opmcm.gov.np/en/cabinet/,2021-11-26,Q109747492,Minister of Finance,2021-07-13,Q3161833-166F2C57-FCAB-4D5E-A686-351C60548AE8
