item,itemLabel,position,positionLabel,start,psid
Q106993234,Ram Sahaya Yadav,Q109747517,Minister of Forests and Environment,2021-10-08,Q106993234-FF43DFF3-016C-4CF4-848D-43455ED7476C
Q107026781,Rajendra Prasad Shrestha,Q109747487,Minister of Federal Affairs and General Administration,2021-10-08,Q107026781-4D8D1F7C-A7DD-444A-BD90-1E70F86B8D51
Q112154523,Govinda Bandi,Q109747502,"Minister of Law, Justice and Parliamentary Affairs",2022-04-07,Q112154523-CE2B3689-5DB2-41FA-8E64-1D4038B1F3B0
Q13181537,Narayan Khadka,Q109747497,Minister of Foreign Affairs,2021-09-22,Q13181537-7D924E7E-555A-4A47-AD6D-B6DD6423EC0C
Q13183947,Bal Krishna Khand,Q109747480,Minister of Home Affairs,2021-07-13,Q13183947-192F1FF4-10B6-4F0D-9FD4-608CC9657B63
Q19670829,Umesh Shrestha,Q109747523,Minister of State for the Office of the Prime Minister and Council of Ministers,2021-10-08,Q19670829-EA55B17D-5306-4AF8-A0D5-B241C12AF702
Q29452998,Jeevan Ram Shrestha,Q109747500,"Minister of Culture, Tourism and Civil Aviation",2022-06-05,Q29452998-833301CE-32C2-46FD-9752-BAE85ECB2F20
Q30300972,Gyanendra Bahadur Karki,Q109747482,Minister of Communications and Information Technology,2021-10-08,Q30300972-25E2FFDF-1AE1-4171-8887-53F036F6AB2C
Q3161833,Janardhan Sharma,Q109747492,Minister of Finance,2021-07-13,Q3161833-166F2C57-FCAB-4D5E-A686-351C60548AE8
Q3361809,Pampha Bhusal,Q109747483,"Minister of Energy, Water Resources and Irrigation",2021-07-13,Q3361809-CF6A8E76-3A62-4FC3-B4C1-54ED7A417691
Q3425614,Renu Kumari Yadav,Q109747499,Minister of Physical Infrastructure and Transport,2021-10-08,Q3425614-82977A36-00C4-43AB-B706-632560FA67BB
Q470903,Sher Bahadur Deuba,Q109747493,Minister of Defence,2021-12-21,Q470903-5B1E3527-F52B-4757-951B-42C7BFECF91B
Q470903,Sher Bahadur Deuba,Q30100626,Prime Minister of Nepal,2021-07-13,Q470903-906d4832-4e2d-e592-1ab5-e62d429386de
Q5276755,Dilendra Prasad Badu,Q109747476,"Minister of Industry, Commerce and Supplies",2022-04-07,Q5276755-51fe5c48-41b2-b297-8ca4-6958fec60918
Q59726513,Devendra Paudel,Q109747504,"Minister of Education, Science and Technology",2021-10-08,Q59726513-73F0AF94-A391-4221-A05A-E584D3B109BC
Q60544995,Bhawani Prasad Khapung,Q109747489,Minister of Health and Population,2022-06-05,Q60544995-64172FEE-83FC-4BE0-BEC8-6C9105076C3B
Q66391512,Bodhmaya Kumari Yadav,Q109747527,"Minister of State for Education, Science and Technology",2021-10-08,Q66391512-B5443D95-17DC-4B0A-93D9-DCC28E02DD81
Q66498830,Hira Chandra KC,Q109747524,Minister of State for Health and Population,2022-06-05,Q66498830-077325B7-1BF7-4507-897C-7CE391AE585A
Q66906524,Mahendra Raya Yadav,Q109747508,Minister of Agriculture and Livestock Development,2021-10-08,Q66906524-73EB1356-AE79-4522-A19A-B6F9261B0C91
Q66909846,Maheshwar Jung Gahatraj,Q109747521,Minister of Youth and Sports,2021-10-08,Q66909846-6FD75ABB-A6AB-4DCF-9E5A-1346939A3F13
Q66968297,Metmani Chaudhary,Q109747515,Minister of Urban Development,2022-06-05,Q66968297-20F4F490-134F-4C32-84B7-501AC759C958
Q7490561,Shashi Shrestha,Q109747513,"Minister of Land Management, Cooperatives and Poverty Alleviation",2021-10-08,Q7490561-921DF012-BEDB-4ABC-9FEE-064934C35157
Q7494613,Sher Bahadur Kunwor,Q109747520,"Minister of Labour, Employment and Social Security",2022-06-05,Q7494613-D47F8BD6-A947-4F74-8EA2-22C61F2E1094
Q7881016,Uma Kanta Chaudhari,Q109747495,Minister of Water Supply,2021-10-08,Q7881016-5CAF41C7-26DC-4417-8148-55820EE8311C
Q99234998,Uma Regmi,Q109747511,"Minister of Women, Children and Senior Citizens",2021-10-08,Q99234998-89306845-03BF-4C4A-B418-60244CD81C0C
